School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Thayer,12.57,9.93,22.5,1,2,1
Tipton,8.75,11.47,20.22,2,1,2
Marionville,6.16,7.51,13.67,3,3,3
Salisbury,1.25,4.66,5.91,5,4,4
Putnam County,1.71,4.05,5.76,4,5,5
West Platte,-3.2,0.72,-2.48,8,6,6
Ash Grove,-7.99,-2.06,-10.05,11,7,7
Adrian,-8.03,-4.82,-12.86,12,8,8
Hayti,-0.45,-13.55,-14.0,6,22,9
North Platte,-2.33,-12.42,-14.75,7,19,10
Russellville,-6.34,-8.61,-14.95,10,12,11
Miller,-9.28,-5.84,-15.13,14,9,12
Windsor,-12.83,-5.99,-18.82,17,10,13
Portageville,-13.32,-8.93,-22.25,19,13,14
Grandview (Hillsboro),-9.27,-14.04,-23.31,13,23,15
Pierce City,-5.87,-17.64,-23.51,9,26,16
Gallatin with Tri-County,-13.68,-11.3,-24.99,21,15,17
Penney,-17.25,-7.86,-25.11,27,11,18
Marceline,-14.82,-10.36,-25.18,23,14,19
Cole Camp,-13.57,-11.81,-25.38,20,17,20
Skyline,-10.11,-16.19,-26.29,15,25,21
Harrisburg,-11.67,-16.08,-27.75,16,24,22
Van-Far,-17.45,-11.36,-28.81,29,16,23
Midway,-16.98,-12.31,-29.29,26,18,24
Charleston,-18.83,-12.81,-31.64,30,20,25
Crest Ridge with Chilhowee,-13.0,-21.5,-34.5,18,31,26
Saxony Lutheran,-13.9,-22.52,-36.43,22,33,27
Scotland County,-15.97,-21.51,-37.47,25,32,28
Polo,-20.21,-18.2,-38.41,31,28,29
Louisiana,-15.86,-22.68,-38.54,24,34,30
South Shelby,-26.29,-13.13,-39.42,36,21,31
Sherwood,-22.51,-17.76,-40.26,32,27,32
Westran,-22.98,-19.35,-42.33,33,29,33
Fayette,-23.43,-19.48,-42.91,34,30,34
Plattsburg,-17.42,-38.09,-55.51,28,42,35
Cabool,-28.6,-27.93,-56.53,39,35,36
Highland,-23.95,-32.81,-56.76,35,38,37
Crystal City,-27.04,-31.13,-58.18,37,36,38
Linn,-27.1,-32.99,-60.09,38,39,39
Veritas Christian Academy,-32.03,-31.86,-63.89,40,37,40
Milan,-34.59,-36.06,-70.65,42,40,41
Malden,-33.83,-36.83,-70.66,41,41,42
